NUM,STATION,NAME,X[m],sig_X[m],Y[m],sig_Y[m],Z[m],sig_Z[m],START,END,ID-SNX
1349,VNDP,40420M007,-2678090.44426,0.00039,-4525437.03473,0.0006,3597431.90368,0.00047,2015-07-28,2022-04-30,A4
1350,WARK,50243M001,-5115333.35546,0.00099,477886.88937,0.00029,-3767147.27806,0.00067,2013-02-19,2019-09-26,A1
1351,WARK,50243M001,-5115333.36922,0.00179,477886.88772,0.00089,-3767147.29113,0.00138,2019-09-27,2022-04-30,A2
1352,WES2,40440S020,1492233.0958,0.00019,-4458089.49964,0.00045,4296046.07298,0.00038,2000-01-02,2000-08-16,A1
1353,WES2,40440S020,1492233.08585,0.00022,-4458089.49599,0.0005,4296046.07277,0.00043,2000-08-17,2001-06-29,A2
1354,WES2,40440S020,1492233.08716,0.00012,-4458089.50209,0.00026,4296046.07139,0.00021,2001-06-30,2014-06-24,A3
1355,WES2,40440S020,1492233.08873,0.00086,-4458089.49734,0.00118,4296046.07815,0.00117,2014-06-25,2015-07-27,A4
1356,WES2,40440S020,1492233.0794,0.00117,-4458089.47784,0.00183,4296046.05142,0.00172,2018-10-25,2018-11-26,A5
1357,WES2,40440S020,1492233.08636,0.00112,-4458089.49895,0.00157,4296046.07429,0.00154,2018-11-27,2019-05-16,A6
1358,WES2,40440S020,1492233.087,0.00114,-4458089.49836,0.00164,4296046.07373,0.0016,2019-05-17,2019-08-17,A7
1359,WES2,40440S020,1492233.09954,0.00118,-4458089.49492,0.00168,4296046.071,0.00165,2020-02-01,2020-04-06,A8
1360,WES2,40440S020,1492233.09688,0.00123,-4458089.4919,0.00166,4296046.07174,0.00166,2021-02-26,2021-10-28,A9
1361,WES2,40440S020,1492233.08487,0.00126,-4458089.50331,0.0017,4296046.07408,0.0017,2021-10-29,2022-04-30,A10
1362,WIND,31101M001,5633708.78235,0.00066,1732017.92452,0.00038,-2433985.59431,0.00042,2007-02-12,2011-02-28,A1
1363,WIND,31101M001,5633708.79102,0.00075,1732017.92616,0.00035,-2433985.59376,0.0004,2011-03-01,2019-05-13,A2
1364,WIND,31101M001,5633708.78605,0.00174,1732017.92793,0.00138,-2433985.59363,0.00144,2019-05-14,2020-12-05,A3
1365,WIND,31101M001,5633708.79249,0.00185,1732017.93099,0.00144,-2433985.59699,0.00148,2021-03-04,2022-04-30,A4
1366,WTZR,14201M010,4075580.38925,0.00014,931853.96995,9e-05,4801568.23055,0.00016,2000-01-02,2009-01-19,A1
1367,WTZR,14201M010,4075580.38178,0.00071,931853.96817,0.00047,4801568.22337,0.00074,2009-01-20,2010-06-30,A2
1368,WTZR,14201M010,4075580.38411,0.00026,931853.96905,0.00013,4801568.22437,0.00029,2010-07-01,2022-04-30,A3
1369,YAKT,12353M002,-1914999.16965,9e-05,2308241.47002,0.00011,5610225.50847,0.00018,2000-07-24,2022-04-30,A1
1370,YAR2,50107M004,-2389026.3709,0.00016,5043317.01032,0.00022,-3078529.8166,0.00018,2000-03-08,2002-05-16,A1
1371,YAR2,50107M004,-2389026.38276,0.00016,5043317.02149,0.00023,-3078529.81741,0.00017,2002-05-17,2012-05-23,A2
1372,YAR2,50107M004,-2389026.38115,0.00087,5043317.01867,0.00101,-3078529.81574,0.00094,2012-05-24,2013-06-19,A3
1373,YAR2,50107M004,-2389026.38181,0.00036,5043317.01695,0.00053,-3078529.81248,0.00036,2013-06-20,2022-04-30,A4
1374,YCBA,41803M001,2623233.42373,0.00081,-5303044.80914,0.0012,-2376415.95455,0.00072,2011-05-25,2014-03-31,A1
1375,YCBA,41803M001,2623233.41827,0.00086,-5303044.81002,0.00136,-2376415.95319,0.00067,2014-04-02,2020-03-20,A2
1376,YEBE,13420M001,4848724.60889,0.00014,-261632.01575,8e-05,4123094.27347,0.00013,2000-09-30,2021-03-24,A1
1377,YEBE,13420M001,4848724.60807,0.00158,-261632.01331,0.00118,4123094.27446,0.00157,2021-03-25,2022-04-30,A2
1378,YELL,40127M003,-1224452.87782,9e-05,-2689216.18664,0.00011,5633638.28147,0.00018,2000-01-02,2013-07-17,A1
1379,YELL,40127M003,-1224452.87385,0.00019,-2689216.18785,0.00027,5633638.28721,0.00048,2013-07-18,2022-04-30,A2
1380,YEMA,41569M001,2799305.10134,0.0005,-5099610.98691,0.00074,-2606734.13855,0.00042,2014-06-06,2022-04-30,A1
1381,YOPA,41932S001,1921562.35555,0.00276,-6053497.47122,0.00633,587652.15778,0.00168,2019-10-02,2022-04-30,A1
1382,ZARZ,41950M001,1531451.96077,0.00058,-6173322.93858,0.0012,485753.93843,0.00046,2012-12-07,2016-10-12,A1
1383,ZARZ,41950M001,1531451.95318,0.00052,-6173322.93951,0.00129,485753.93218,0.00037,2017-05-16,2022-04-30,A2
1384,ZECK,12351M001,3451174.48143,0.00028,3060335.57419,0.00022,4391955.73225,0.00034,2000-01-02,2001-07-12,A1
1385,ZECK,12351M001,3451174.47708,0.00023,3060335.57434,0.00021,4391955.73292,0.00027,2001-07-13,2005-10-18,A2
1386,ZECK,12351M001,3451174.48161,0.00041,3060335.57428,0.00036,4391955.73321,0.00048,2006-07-30,2011-08-18,A3
1387,ZECK,12351M001,3451174.48154,0.00037,3060335.58176,0.00031,4391955.73919,0.00043,2011-08-19,2020-12-24,A4
1388,ZECK,12351M001,3451174.48362,0.00142,3060335.58464,0.00134,4391955.74132,0.00162,2020-12-25,2022-04-30,A5
1389,ZIMM,14001M004,4331296.92425,0.00013,567556.05871,8e-05,4633134.04787,0.00014,2000-01-02,2022-04-30,A1
