NUM,STATION,NAME,X[m],sig_X[m],Y[m],sig_Y[m],Z[m],sig_Z[m],START,END,ID-SNX
1,AACR,40612M001,644009.04617,0.00116,-6251064.27607,0.00377,1093780.90362,0.00114,2010-08-01,2012-09-04,A1
2,AACR,40612M001,644009.00856,0.001,-6251064.27335,0.0032,1093780.88986,0.00097,2012-09-06,2017-11-12,A2
3,AACR,40612M001,644008.98473,0.00094,-6251064.27087,0.00277,1093780.85962,0.00092,2017-11-14,2022-04-30,A3
4,ABCC,41939M001,1739438.02099,0.00065,-6117252.52537,0.0015,515065.03009,0.00041,2011-08-29,2016-06-25,A1
5,ABCC,41939M001,1739438.0143,0.00062,-6117252.50219,0.00142,515065.0323,0.00037,2016-06-26,2022-04-30,A2
6,ABEC,42040M001,1257908.31841,0.00201,-6254107.75943,0.00567,-140325.23525,0.0014,2016-04-17,2022-04-30,A1
7,ABMF,97103M001,2919785.74431,0.00075,-5383744.99833,0.00087,1774604.78555,0.00071,2009-12-25,2012-01-24,A1
8,ABMF,97103M001,2919785.74915,0.00031,-5383745.00221,0.00052,1774604.78742,0.00023,2012-01-25,2022-04-30,A2
9,ABPD,41941M001,1742983.24592,0.00029,-6118331.5012,0.00064,494730.67959,0.00018,2011-08-29,2022-04-19,A1
10,ABPW,41940M001,1753507.20893,0.00053,-6113239.04674,0.00109,518210.54545,0.00027,2011-08-29,2022-04-30,A1
11,ABRA,41575M001,2423793.33613,0.00105,-5367435.0182,0.00196,-2449718.3645,0.00089,2014-04-06,2019-03-31,A1
12,ABRA,41575M001,2423793.34517,0.00183,-5367435.03143,0.0027,-2449718.36944,0.00177,2019-05-28,2020-01-29,A2
13,ADIS,31502M001,4913652.66503,0.00044,3945922.755,0.00039,995383.42537,0.00018,2007-07-24,2021-03-03,A1
14,AGCA,41907M001,1782547.0634,0.00025,-6054787.93827,0.00059,916299.499,0.00018,2012-05-23,2022-01-26,A1
15,AGGO,41596M001,2765120.87169,0.00084,-4449248.3663,0.00114,-3626403.73674,0.00094,2017-01-31,2022-04-30,A1
16,ALAR,41653M001,5043729.6942,0.00028,-3753105.60254,0.00023,-1072966.87297,0.00012,2008-04-03,2022-04-30,A1
17,ALBE,41943M001,1806734.97557,0.00029,-6056493.1843,0.0007,855562.50192,0.0002,2012-10-29,2022-04-30,A1
18,ALBH,40129M003,-2341333.06286,0.00014,-3539049.52598,0.00018,4745791.28014,0.0002,2000-01-02,2003-09-05,A1
19,ALBH,40129M003,-2341333.05471,0.00015,-3539049.52122,0.00021,4745791.27152,0.00024,2003-09-06,2015-09-15,A2
20,ALBH,40129M003,-2341333.0579,0.0004,-3539049.52771,0.00057,4745791.28103,0.00065,2015-09-16,2022-04-30,A3
21,ALEC,42029M001,1233231.87209,0.00097,-6255435.58234,0.0036,-243534.52492,0.00076,2012-12-09,2016-04-15,A1
22,ALEC,42029M001,1233231.86388,0.00678,-6255435.59924,0.02441,-243534.3866,0.00513,2016-04-17,2019-05-25,A2
23,ALEC,42029M001,1233231.85368,0.00223,-6255435.59354,0.0077,-243534.50615,0.00166,2019-05-26,2022-04-30,A3
24,ALGO,40104M002,918129.21212,0.0001,-4346071.30318,0.00018,4561977.89602,0.00017,2000-01-02,2012-12-20,A1
25,ALGO,40104M002,918129.21332,0.00023,-4346071.30126,0.00049,4561977.89178,0.00044,2012-12-21,2022-04-30,A2
26,ALMA,48052M001,5103321.43755,0.00106,-3677531.94081,0.0008,-1051726.22022,0.00036,2017-02-24,2022-04-30,A1
27,ALUM,41535M001,2253309.66309,0.00034,-5206250.78127,0.00063,-2911357.2772,0.0004,2008-10-17,2015-09-15,A1
28,ALUM,41535M001,2253309.63071,0.00162,-5206250.77411,0.00315,-2911357.29218,0.00198,2019-03-10,2022-04-30,A2
29,AM04,42255M001,1336684.5055,0.00237,-6215846.79141,0.00545,-507918.25949,0.00183,2018-07-23,2019-05-25,A1
30,AM04,42255M001,1336684.47196,0.00216,-6215846.80674,0.00582,-507918.25787,0.0014,2019-05-27,2021-11-27,A2
31,AM04,42255M001,1336684.4786,0.00281,-6215846.79576,0.00634,-507918.26037,0.00217,2021-11-29,2022-04-30,A3
32,AMBC,48061M001,2902526.60225,0.00166,-5678455.09621,0.00296,-107173.81053,0.00079,2016-02-18,2019-04-01,A1
33,AMCO,41696M001,2652254.91645,0.00036,-5775435.44641,0.00064,-538086.98242,0.00018,2012-09-12,2022-04-30,A1
34,AMCR,48073M002,2874244.44491,0.00125,-5675803.2592,0.00218,-451414.60776,0.0006,2018-06-12,2022-04-30,A1
35,AMHA,41646M002,2868133.10161,0.00053,-5635932.91997,0.00092,-828833.38563,0.00028,2015-01-01,2022-04-30,A1
36,AMPR,48071M001,3494888.8909,0.00214,-5327414.6085,0.00315,-290845.77359,0.00084,2015-01-01,2018-11-19,A1
37,AMTE,48091M001,2720483.5845,0.00114,-5756956.94774,0.00193,-369743.79091,0.00054,2013-10-22,2018-07-25,A1
38,AMTE,48091M001,2720483.58601,0.0014,-5756956.95123,0.00247,-369743.79077,0.00071,2018-07-26,2022-04-30,A2
39,AMUA,48070M001,3182722.98166,0.00055,-5516674.62694,0.00085,-341716.92991,0.00026,2015-02-20,2022-04-30,A1
40,AN02,42231M001,1252397.33017,0.00135,-6172147.35353,0.0046,-1005195.11316,0.00106,2016-02-28,2019-05-25,A1
41,AN02,42231M001,1252397.32975,0.00192,-6172147.38273,0.00565,-1005195.11668,0.00132,2019-05-27,2022-04-29,A2
42,ANDS,41908S001,898664.1025,0.00062,-6160668.0231,0.00114,1380782.91771,0.00062,2007-05-08,2008-08-06,A1
43,ANDS,41908S001,898664.09717,0.00066,-6160668.01823,0.00208,1380782.90728,0.00064,2014-02-28,2020-08-01,A2
44,ANGO,41720M001,1501375.41301,0.00281,-4817906.44801,0.00611,-3887623.55456,0.00482,2012-03-26,2020-01-15,A1
45,ANTC,41713S001,1608539.73727,0.00012,-4816369.72926,0.00022,-3847798.45505,0.00018,2000-01-02,2010-02-26,A1
46,ANTC,41713S001,1608538.54256,0.00173,-4816370.43871,0.00387,-3847798.30471,0.00306,2010-02-28,2022-04-30,A2
47,AOML,49914S001,982296.61422,0.00017,-5664607.22067,0.0005,2752614.525,0.00026,2000-01-02,2003-08-09,A1
48,AOML,49914S001,982296.61934,0.00043,-5664607.2218,0.00111,2752614.5211,0.00062,2003-08-10,2004-04-04,A2
49,AP01,42226M001,1825836.70851,0.0014,-5926941.6411,0.00375,-1494699.98981,0.00128,2016-02-28,2019-12-15,A1
50,AP01,42226M001,1825836.70283,0.00199,-5926941.62679,0.00454,-1494699.98391,0.00178,2019-12-16,2022-04-30,A2
51,APLJ,48076M001,3881011.63597,0.00073,-5060684.03132,0.00089,-90889.4925,0.00027,2014-10-31,2022-04-30,A1
52,APMA,41629M002,4005474.14703,0.00325,-4963530.8987,0.00395,5201.02133,0.0013,2017-06-25,2019-12-23,A1
53,APMA,41629M002,4005474.14932,0.00365,-4963530.90426,0.00447,5201.01837,0.00132,2019-12-24,2022-04-30,A2
54,APS1,41675M002,3999460.66531,0.00092,-4968373.99921,0.00111,-6580.48089,0.00033,2016-01-27,2022-04-30,A1
55,APSA,41675M001,3999377.28842,0.00173,-4968443.12482,0.00197,-6662.73321,0.00089,2010-12-02,2012-10-31,A1
56,APSA,41675M001,3999377.28859,0.00189,-4968443.11829,0.0022,-6662.73372,0.00067,2012-11-01,2016-01-05,A2
57,APTO,41933S001,1460797.92872,0.00069,-6147200.74573,0.0014,868399.54569,0.00055,2007-11-01,2010-01-11,A1
58,APTO,41933S001,1460797.93283,0.0009,-6147200.74098,0.00218,868399.54553,0.00059,2012-08-23,2017-05-15,A2
59,APTO,41933S001,1460797.93816,0.0017,-6147200.73358,0.00296,868399.54661,0.00148,2017-09-06,2018-09-28,A3
60,APTO,41933S001,1460797.93266,0.00201,-6147200.7233,0.00354,868399.54213,0.00175,2021-09-21,2022-04-30,A4
61,AQ01,42229M001,1941764.80319,0.00041,-5805845.94476,0.0009,-1792210.35004,0.00034,2010-09-03,2018-01-27,A1
62,AQ01,42229M001,1941764.78371,0.00147,-5805845.95298,0.00293,-1792210.35759,0.00104,2018-01-28,2022-04-30,A2
63,ARCA,41909S001,2086018.63308,0.00021,-5976299.56893,0.00044,781400.58237,0.00014,2008-08-04,2021-02-25,A1
64,ARCA,41909S001,2086018.64378,0.0015,-5976299.59116,0.00169,781400.58507,0.00142,2021-02-26,2022-04-30,A2
65,AREQ,42202M005,1942826.95168,0.00026,-5804070.20792,0.00057,-1796893.71812,0.00024,2000-01-02,2001-06-22,A1
66,AREQ,42202M005,1942826.23935,0.001,-5804070.34693,0.00209,-1796894.17235,0.00078,2001-06-24,2018-02-01,A2
67,AREQ,42202M005,1942826.23806,0.00106,-5804070.34349,0.0022,-1796894.17,0.00079,2018-06-07,2021-12-02,A3
68,AREQ,42202M005,1942826.23844,0.01922,-5804070.34311,0.04221,-1796894.16966,0.015,2021-12-03,2022-04-30,A4
69,ARTU,12362M001,1843956.47503,9e-05,3016203.20286,0.0001,5291261.7716,0.00015,2000-01-02,2022-04-30,A1
70,ASC1,30602M001,6118526.05168,0.0004,-1572344.79209,0.00018,-876450.96041,0.00014,2000-01-02,2006-02-24,A1
71,ASCG,30602M004,6121151.56086,0.00113,-1563978.93053,0.0004,-872615.3636,0.00028,2015-09-18,2022-04-30,A1
72,AUTF,41515S001,1360918.98252,0.00012,-3420457.97793,0.00019,-5191175.14579,0.00024,2000-01-02,2004-12-26,A1
73,AUTF,41515S001,1360918.98653,0.00018,-3420457.9855,0.00031,-5191175.1585,0.00042,2006-03-29,2017-01-09,A2
74,AUTF,41515S001,1360918.98785,0.00048,-3420457.99242,0.00081,-5191175.16836,0.00106,2017-03-24,2022-04-30,A3
75,AY02,42234M001,1721860.72916,0.00167,-5919470.42377,0.00405,-1642758.6335,0.00128,2018-07-23,2022-04-30,A1
76,AZUE,41301M001,1049978.29288,0.00016,-6229340.60259,0.00042,876934.28892,0.00014,2008-07-30,2022-02-25,A1
77,AZUL,41529M001,2566993.15199,0.00105,-4424962.85405,0.00164,-3796807.69818,0.00141,2007-08-30,2010-02-26,A1
78,AZUL,41529M001,2566993.10014,0.00037,-4424962.86029,0.00058,-3796807.67363,0.00049,2010-02-28,2018-01-06,A2
79,AZUL,41529M001,2566993.08883,0.00103,-4424962.86184,0.00165,-3796807.66388,0.00138,2018-01-07,2022-04-30,A3
80,BABJ,41612M002,4500746.16956,0.00174,-4278080.70648,0.00166,-1453672.69023,0.00085,2016-10-23,2019-09-30,A1
81,BABJ,41612M002,4500746.17877,0.00201,-4278080.70926,0.0019,-1453672.68404,0.00096,2019-10-01,2022-04-30,A2
82,BABR,41684M001,4410351.44867,0.00059,-4409565.69047,0.00062,-1333726.52884,0.00028,2010-02-18,2018-08-11,A1
83,BABR,41684M001,4410351.45357,0.00155,-4409565.6945,0.00158,-1333726.52949,0.00134,2018-08-12,2020-03-14,A2
84,BABR,41684M001,4410351.44704,0.00155,-4409565.69928,0.00158,-1333726.52279,0.00119,2020-03-15,2022-04-30,A3
85,BADG,12338M002,-838281.93288,0.00016,3865777.32125,0.00033,4987624.58824,0.0004,2011-08-26,2022-04-30,A1
86,BAIL,48098M001,4781750.29999,0.00118,-3896064.29872,0.00114,-1618362.46969,0.00105,2013-06-29,2014-03-20,A1
87,BAIL,48098M001,4781750.30412,0.00145,-3896064.30938,0.00138,-1618362.4783,0.00115,2014-03-21,2014-05-31,A2
88,BAIL,48098M001,4781750.30578,0.00127,-3896064.30963,0.00123,-1618362.47526,0.00112,2014-06-14,2014-10-16,A3
89,BAIL,48098M001,4781750.31124,0.00071,-3896064.31913,0.00065,-1618362.48299,0.00032,2014-10-17,2022-04-30,A4
90,BAIR,41665M001,4659351.63438,0.00071,-4174512.24625,0.00063,-1242318.80061,0.00031,2009-01-01,2014-03-24,A1
91,BAIR,41665M001,4659351.63396,0.00158,-4174512.25447,0.00148,-1242318.80461,0.00115,2014-03-25,2014-06-12,A2
92,BAIR,41665M001,4659351.63744,0.00138,-4174512.25683,0.00132,-1242318.80626,0.00113,2014-06-13,2014-10-15,A3
93,BAIR,41665M001,4659351.62987,0.00097,-4174512.261,0.00087,-1242318.80588,0.00041,2014-10-16,2020-05-03,A4
94,BAIT,48066M001,4750448.54273,0.00109,-4027056.77471,0.00099,-1373818.40118,0.00044,2015-07-27,2021-11-09,A1
95,BAIT,48066M001,4750448.53818,0.00204,-4027056.76998,0.00196,-1373818.40195,0.00168,2021-11-10,2022-04-30,A2
96,BANS,42403M001,2132376.32608,0.00144,-5935471.35035,0.00336,948857.33539,0.0009,2006-05-21,2008-10-30,A1
97,BAPA,48040M001,4944719.50522,0.00125,-3893271.82049,0.00102,-1033798.77665,0.00046,2018-06-09,2022-04-30,A1
98,BARI,40917M001,-140886.89414,0.00093,-6138415.58541,0.00334,1726037.513,0.00118,2012-03-27,2015-09-25,A1
99,BATF,41666M001,4677358.31399,0.00061,-3889198.8728,0.00052,-1911503.81914,0.00027,2009-01-01,2017-03-18,A1
100,BATF,41666M001,4677358.31479,0.00117,-3889198.86524,0.001,-1911503.81707,0.00053,2017-03-19,2022-04-30,A2
101,BAVC,41669M001,4667609.33952,0.00069,-4029356.56546,0.0006,-1628384.7698,0.00033,2009-04-12,2014-11-14,A1
102,BAVC,41669M001,4667609.33486,0.00136,-4029356.56071,0.00127,-1628384.76452,0.00094,2015-02-26,2017-07-20,A2
103,BAVC,41669M001,4667609.33426,0.00104,-4029356.56061,0.00092,-1628384.7648,0.00048,2017-07-21,2022-04-30,A3
104,BCAR,41539M001,2652930.06241,0.00073,-4295643.51626,0.00088,-3884618.41393,0.00087,2009-07-15,2010-02-26,A1
105,BCAR,41539M001,2652930.04857,0.00031,-4295643.52843,0.00046,-3884618.41452,0.00041,2010-02-28,2016-11-16,A2
106,BCAR,41539M001,2652930.05357,0.00073,-4295643.53562,0.00101,-3884618.42014,0.0009,2016-11-17,2020-12-08,A3
107,BCAR,41539M001,2652930.05849,0.00143,-4295643.54337,0.00178,-3884618.42644,0.00171,2020-12-09,2022-04-30,A4
108,BCH1,41573M002,1542410.98398,0.00045,-4556572.28376,0.00091,-4175294.35081,0.00078,2016-03-31,2022-04-30,A1
109,BDOS,43401M001,3143382.30208,0.00037,-5359714.72188,0.00058,1434875.9307,0.00022,2005-06-05,2013-12-10,A1
110,BECE,41951M001,1808996.06137,0.0015,-6021778.30756,0.00366,1067804.89901,0.0011,2019-06-10,2022-04-30,A1
111,BEJA,41947M001,1758043.02998,0.00042,-6081158.66427,0.00101,778801.07902,0.00029,2012-12-07,2019-06-08,A1
112,BEJA,41947M001,1758043.03518,0.00151,-6081158.65818,0.00195,778801.07649,0.00145,2019-06-10,2020-07-24,A2
113,BEJA,41947M001,1758043.03365,0.0016,-6081158.65225,0.00205,778801.07508,0.00155,2020-07-26,2021-07-21,A3
114,BEJA,41947M001,1758042.968,0.0017,-6081158.59157,0.00215,778801.01444,0.00166,2021-11-28,2022-04-30,A4
115,BELE,41622M001,4228138.9928,0.00039,-4772752.11687,0.00042,-155761.18065,0.00028,2004-01-01,2007-04-15,A1
116,BELE,41622M001,4228138.9926,0.00029,-4772752.11533,0.00032,-155761.17864,0.00012,2007-04-16,2018-04-25,A2
117,BELE,41622M001,4228138.99683,0.0008,-4772752.11902,0.00088,-155761.1801,0.00036,2018-04-26,2022-04-30,A3
118,BEPA,48072M001,4229786.56025,0.00149,-4771063.69835,0.00163,-161510.04127,0.00065,2014-07-19,2018-07-13,A1
119,BEPA,48072M001,4229786.56334,0.00177,-4771063.70192,0.00196,-161510.03801,0.00067,2018-07-14,2022-04-30,A2
120,BERR,41910S001,1703223.71911,0.0007,-6104502.31072,0.0016,716437.04036,0.0005,2007-05-25,2009-12-18,A1
121,BERR,41910S001,1703223.71854,0.00086,-6104502.30072,0.00214,716437.03934,0.00055,2010-05-18,2014-04-02,A2
122,BERR,41910S001,1703223.71797,0.00153,-6104502.29002,0.00307,716437.03774,0.00125,2014-11-28,2016-10-13,A3
123,BERR,41910S001,1703223.69011,0.00202,-6104502.30586,0.00409,716437.03346,0.00157,2020-12-01,2022-04-30,A4
124,BHEC,42048M001,1158375.54049,0.00438,-6268949.93388,0.01303,-198778.0384,0.00328,2015-03-26,2016-04-15,A1
125,BHEC,42048M001,1158375.51229,0.00132,-6268949.9279,0.00378,-198778.04829,0.00095,2016-04-17,2022-04-30,A2
126,BJCO,32701M001,6333076.46031,0.00088,270973.6652,0.00026,704552.17697,0.00026,2011-02-01,2020-03-15,A1
127,BJCO,32701M001,6333076.46248,0.00214,270973.66379,0.00167,704552.17339,0.00167,2021-11-09,2022-04-30,A2
128,BLPZ,41805M001,2275960.36845,0.00024,-5681183.75993,0.00047,-1804179.00644,0.0002,2005-01-28,2014-03-31,A1
129,BLPZ,41805M001,2275960.35826,0.00051,-5681183.76128,0.00093,-1804179.01671,0.00036,2014-04-02,2022-04-30,A2
130,BNGA,41911M001,1837762.10676,0.00073,-6057811.15657,0.00091,783764.88415,0.00065,2010-04-12,2012-05-06,A1
131,BNGA,41911M001,1837762.10817,0.00027,-6057811.14989,0.00062,783764.88349,0.00019,2012-05-07,2022-04-30,A2
132,BOAV,41636M001,3117452.17569,0.00029,-5555487.85916,0.00045,314480.92511,0.00014,2007-09-05,2018-07-25,A1
133,BOAV,41636M001,3117452.18215,0.00079,-5555487.8702,0.00116,314480.92805,0.00046,2018-07-26,2022-04-30,A2
134,BOGA,41901M002,1744517.18988,0.0001,-6116051.09239,0.0002,512581.07492,9e-05,2000-02-09,2010-09-07,A1
135,BOGA,41901M002,1744517.19136,0.00074,-6116051.10041,0.00093,512581.07574,0.00064,2010-09-08,2012-06-28,A2
136,BOGA,41901M002,1744517.21024,0.00151,-6116051.13779,0.00356,512581.05545,0.00102,2012-06-29,2014-03-14,A3
137,BOGA,41901M002,1744517.20043,0.00182,-6116051.12706,0.00411,512581.03781,0.0012,2014-03-15,2016-04-15,A4
138,BOGA,41901M002,1744517.18723,0.00116,-6116051.10218,0.00176,512581.04241,0.00097,2016-04-17,2018-07-17,A5
139,BOGA,41901M002,1744517.19809,0.00063,-6116051.1026,0.00156,512581.04985,0.00043,2018-07-18,2022-04-30,A6
140,BOGT,41901M001,1744398.9181,0.00037,-6116037.11858,0.0008,512731.83182,0.00024,2002-05-23,2005-07-06,A1
141,BOGT,41901M001,1744398.91599,0.00068,-6116037.11053,0.00134,512731.83774,0.00047,2005-07-07,2007-08-02,A2
142,BOGT,41901M001,1744398.9136,0.00095,-6116037.10674,0.00177,512731.84099,0.00073,2007-08-03,2007-12-13,A3
143,BOGT,41901M001,1744398.91088,0.00099,-6116037.09088,0.00182,512731.83601,0.00076,2007-12-14,2008-06-06,A4
144,BOGT,41901M001,1744398.90889,0.00104,-6116037.08917,0.00189,512731.83871,0.00079,2008-06-07,2009-09-09,A5
145,BOGT,41901M001,1744398.90777,0.00099,-6116037.08806,0.00216,512731.83825,0.00061,2009-09-10,2012-06-30,A6
146,BOGT,41901M001,1744398.90754,0.00083,-6116037.0991,0.00129,512731.84155,0.00063,2012-07-01,2015-08-19,A7
147,BOGT,41901M001,1744398.90565,0.00061,-6116037.10855,0.00129,512731.83774,0.00033,2015-08-20,2022-04-30,A8
148,BOMJ,41612M001,4510195.82265,0.00026,-4268322.41212,0.00026,-1453035.11076,0.00015,2000-01-12,2007-04-25,A1
149,BOMJ,41612M001,4510195.81682,0.00046,-4268322.39748,0.00044,-1453035.1075,0.00021,2007-07-07,2016-01-31,A2
150,BOR1,12205M002,3738358.27896,0.00014,1148173.86671,9e-05,5021815.85674,0.00016,2000-01-02,2016-10-05,A1
151,BOR1,12205M002,3738358.28654,0.00073,1148173.86696,0.00039,5021815.8557,0.00089,2016-10-06,2022-04-30,A2
152,BOSC,41948M001,1743705.70114,0.00037,-6035764.44737,0.00089,1096656.75058,0.00028,2012-12-07,2021-04-22,A1
153,BOSC,41948M001,1743705.69796,0.00166,-6035764.44218,0.00197,1096656.75447,0.00164,2021-11-28,2022-04-30,A2
154,BQLA,41934S001,1636421.58164,0.0006,-6043722.31265,0.00071,1211155.29376,0.00058,2007-09-29,2009-01-21,A1
155,BQLA,41934S001,1636421.58407,0.00023,-6043722.30156,0.00053,1211155.29343,0.00018,2012-05-28,2022-04-30,A2
156,BRAZ,41606M001,4115014.06738,0.00018,-4550641.60942,0.0002,-1741443.8345,0.00012,2000-01-02,2007-03-12,A1
157,BRAZ,41606M001,4115014.06423,0.00045,-4550641.60988,0.0005,-1741443.83165,0.00026,2007-03-13,2012-09-18,A2
158,BRAZ,41606M001,4115014.06483,0.00124,-4550641.62234,0.00128,-1741443.83399,0.00104,2012-09-19,2012-11-27,A3
159,BRAZ,41606M001,4115014.06659,0.00115,-4550641.61171,0.0012,-1741443.83325,0.00103,2012-11-28,2013-04-25,A4
160,BRAZ,41606M001,4115014.06364,0.0011,-4550641.6222,0.00114,-1741443.83137,0.00097,2013-04-26,2014-12-23,A5
161,BRAZ,41606M001,4115014.07764,0.00138,-4550641.61351,0.00142,-1741443.83392,0.00122,2014-12-24,2015-04-15,A6
162,BRAZ,41606M001,4115014.07188,0.00127,-4550641.61526,0.00131,-1741443.83769,0.00112,2015-04-16,2016-09-28,A7
163,BRAZ,41606M001,4115014.07476,0.0007,-4550641.61825,0.00076,-1741443.83701,0.00038,2016-09-29,2022-04-30,A8
164,BREW,40473M001,-2112007.29641,0.00013,-3705351.82549,0.00019,4726827.07179,0.00021,2001-12-20,2008-12-31,A1
165,BREW,40473M001,-2112007.30159,0.00014,-3705351.8214,0.0002,4726827.06773,0.00022,2009-01-01,2022-04-30,A2
166,BRFT,41602M002,4985393.50085,0.00114,-3954993.45278,0.00097,-428426.58024,0.00054,2005-09-16,2006-05-08,A1
167,BRFT,41602M002,4985393.50345,0.00127,-3954993.45894,0.00108,-428426.57285,0.00059,2006-05-09,2007-06-25,A2
168,BRFT,41602M002,4985393.50081,0.00152,-3954993.45429,0.00125,-428426.5807,0.00046,2007-06-26,2011-01-04,A3
169,BRFT,41602M002,4985393.50163,0.00212,-3954993.457,0.00179,-428426.57147,0.00101,2011-01-05,2011-04-14,A4
170,BRFT,41602M002,4985393.50134,0.0016,-3954993.45225,0.00123,-428426.58167,0.00054,2011-04-15,2015-01-04,A5
171,BRFT,41602M002,4985393.50702,0.00229,-3954993.45908,0.00184,-428426.5763,0.00103,2015-01-05,2017-12-23,A6
172,BRFT,41602M002,4985393.50458,0.00246,-3954993.45679,0.00194,-428426.58977,0.00082,2017-12-24,2022-04-30,A7
173,BRMU,42501S004,2304703.33963,0.00017,-4874817.17403,0.00032,3395187.01788,0.00023,2000-01-02,2003-02-12,A1
174,BRMU,42501S004,2304703.33875,0.00017,-4874817.172,0.00031,3395187.01696,0.00023,2003-02-13,2011-09-27,A2
175,BRMU,42501S004,2304703.33724,0.00029,-4874817.17057,0.00049,3395187.02078,0.00035,2011-09-28,2020-09-14,A3
176,BSUC,41819M001,2521732.53239,0.00096,-5483300.14941,0.00171,-2064966.43891,0.00069,2016-07-14,2022-04-30,A1
177,BUCA,41911S001,1838191.31716,0.0005,-6057527.65563,0.00121,785312.35254,0.00032,2005-07-05,2009-05-09,A1
178,BUE2,41505S007,2745499.10417,0.00042,-4483636.62982,0.0006,-3599054.40991,0.00048,2005-10-20,2010-02-26,A1
179,BUEN,41912S001,1430383.90183,0.0002,-6200818.16048,0.00046,428934.1141,0.00015,2005-10-05,2012-09-29,A1
180,BUEN,41912S001,1430383.89723,0.00025,-6200818.15532,0.0006,428934.11427,0.00018,2012-10-01,2022-04-30,A2
181,CALI,41903S001,1483099.9638,0.00017,-6193060.18713,0.00038,373124.18494,0.00013,2004-02-11,2012-10-02,A1
182,CALI,41903S001,1483099.9669,0.00024,-6193060.1772,0.00058,373124.18704,0.00017,2012-10-03,2022-04-30,A2
183,CALL,42205M001,1387454.308,0.00027,-6081996.19593,0.00069,-1324212.13458,0.00021,2009-07-04,2018-06-15,A1
184,CAM2,40514M001,-56581.41792,0.00029,-6001449.56349,0.00114,2151509.14449,0.00048,2005-01-09,2008-12-12,A1
185,CART,41902M001,1567348.70428,0.00013,-6075293.45649,0.00028,1142850.90256,0.00012,2000-02-04,2008-08-18,A1
186,CART,41902M001,1567348.70677,0.00032,-6075293.46065,0.00075,1142850.91287,0.00025,2013-01-15,2021-12-14,A2
187,CASI,41914S001,1613574.46915,0.00045,-6107148.76027,0.00102,880567.28267,0.00029,2015-03-05,2022-04-30,A1
188,CATA,41534M001,2302597.68704,0.003,-5117329.07823,0.0054,-3022751.20526,0.00346,2008-09-24,2010-02-26,A1
189,CATA,41534M001,2302597.67467,0.00045,-5117329.0725,0.00082,-3022751.21649,0.00053,2010-02-28,2015-09-15,A2
190,CATA,41534M001,2302597.66382,0.00043,-5117329.07806,0.00076,-3022751.22165,0.0005,2015-09-17,2022-04-30,A3
191,CATR,40904M001,27749.47452,0.00077,-6177906.04464,0.0027,1582793.90769,0.00094,2012-04-18,2016-02-18,A1
192,CBMB,41807M001,2451888.31149,0.00094,-5574669.48087,0.0012,-1897658.51712,0.00088,2012-05-06,2014-03-31,A1
193,CBMB,41807M001,2451888.30334,0.00054,-5574669.49581,0.00102,-1897658.52946,0.00039,2014-04-02,2022-04-30,A2
194,CBSB,80402M001,1060277.11377,0.0004,-5912339.37902,0.00092,2137708.40345,0.00047,2005-11-19,2008-10-27,A1
195,CBSB,80402M001,1060277.10581,0.00039,-5912339.37833,0.00122,2137708.40086,0.00051,2008-10-29,2014-04-04,A2
196,CEEU,41602M003,4985392.72125,0.00078,-3954993.3202,0.00073,-428437.77299,0.00064,2008-04-14,2009-10-12,A1
197,CEEU,41602M003,4985392.72443,0.00085,-3954993.32006,0.00077,-428437.77066,0.0006,2009-10-13,2012-04-19,A2
198,CEEU,41602M003,4985392.72011,0.00103,-3954993.3134,0.00093,-428437.77099,0.00074,2012-08-31,2014-10-29,A3
199,CEEU,41602M003,4985392.714,0.00066,-3954993.32388,0.00054,-428437.77286,0.00022,2014-10-30,2022-01-18,A4
200,CEEU,41602M003,4985392.71797,0.0018,-3954993.31855,0.00174,-428437.77057,0.00164,2022-01-19,2022-04-30,A5
201,CEFE,41637M001,4562488.49511,0.00041,-3871935.86619,0.00036,-2200001.39296,0.00021,2007-07-25,2018-03-26,A1
202,CEFE,41637M001,4562488.49809,0.00131,-3871935.86363,0.00121,-2200001.39049,0.00096,2018-03-27,2021-01-21,A2
203,CEFE,41637M001,4562488.47736,0.0016,-3871935.84888,0.00153,-2200001.39055,0.00139,2021-01-22,2022-04-30,A3
204,CEFT,41682M001,4983062.71597,0.001,-3959862.94729,0.00089,-410039.40625,0.00062,2009-10-21,2012-09-18,A1
205,CEFT,41682M001,4983062.72785,0.00127,-3959862.94266,0.00117,-410039.40597,0.00099,2012-09-19,2013-06-14,A2
206,CEFT,41682M001,4983062.73104,0.00136,-3959862.94579,0.00125,-410039.40719,0.00104,2013-06-15,2013-09-17,A3
207,CEFT,41682M001,4983062.7339,0.00135,-3959862.93057,0.00124,-410039.40291,0.00104,2013-09-18,2014-10-30,A4
208,CEFT,41682M001,4983062.72468,0.00122,-3959862.94023,0.00103,-410039.39976,0.00057,2014-10-31,2018-03-21,A5
209,CEFT,41682M001,4983062.71916,0.00124,-3959862.93568,0.00101,-410039.39965,0.00041,2018-03-22,2022-04-30,A6
210,CESB,48090M001,4851781.79056,0.00053,-4120070.67833,0.00046,-406782.83032,0.00018,2013-10-25,2022-04-30,A1
211,CFAG,41517S001,2016584.95455,0.00012,-5050165.6696,0.00021,-3323308.65906,0.00016,2000-01-02,2010-02-26,A1
