NUM,STATION,NAME,VX[m/a],sig_VX[m/a],VY[m/a],sig_Y[m],VZ[m/a],sig_VZ[m/a],START,END,ID-SNX
1101,SIEC,42047M001,-0.0006,0.00025,-0.00021,0.00072,0.00932,0.00019,2014-08-01,2019-02-21,A1
1102,SIEC,42047M001,-0.00259,0.00039,-0.00067,0.00108,0.00853,0.00028,2019-05-27,2022-04-30,A2
1103,SINC,41946M001,0.01037,9e-05,0.0051,0.00022,0.01143,7e-05,2012-12-07,2022-04-30,A1
1104,SJRP,41633M001,0.00046,0.00011,-0.00584,0.00012,0.01149,7e-05,2009-06-19,2022-04-30,A1
1105,SJSP,41601M002,0.00092,0.0005,-0.00621,0.00057,0.01148,0.00038,2013-04-29,2017-03-10,A1
1106,SJSP,41601M002,0.00092,0.00041,-0.00621,0.00047,0.01147,0.00028,2017-03-11,2022-04-30,A2
1107,SL01,41543M001,-0.00158,0.00109,-0.00501,0.00214,0.00988,0.00161,2010-02-28,2015-09-12,A2
1108,SL01,41543M001,-0.0009,0.00015,-0.00631,0.00029,0.00939,0.00022,2015-09-20,2022-04-30,A1
1109,SM01,42221M001,-0.00178,0.0006,-0.00185,0.00182,0.00913,0.00041,2016-02-28,2019-05-25,A1
1110,SM01,42221M001,-0.00219,0.0008,0.00015,0.00226,0.016,0.00053,2019-05-27,2022-04-30,A2
1111,SMAR,41621M001,0.00137,0.00032,-0.00639,0.00038,0.01042,0.0003,2002-02-06,2007-05-16,A1
1112,SMAR,41621M001,0.00137,0.00037,-0.00639,0.00043,0.01042,0.00038,2007-05-17,2010-02-26,A2
1113,SMAR,41621M001,0.00137,0.00037,-0.00639,0.00042,0.01042,0.00036,2010-02-28,2013-05-15,A3
1114,SMAR,41621M001,0.00137,0.00013,-0.00639,0.00018,0.01042,0.00013,2013-05-16,2022-04-30,A4
1115,SMRT,43102S001,0.00556,0.00016,0.0099,0.00027,0.01462,0.00012,2007-05-23,2016-09-09,A1
1116,SNLR,42021M001,0.00835,0.00046,0.00143,0.00085,0.01041,0.00037,2011-08-15,2014-11-22,A1
1117,SNLR,42021M001,0.00835,0.00025,0.00143,0.00072,0.01041,0.00018,2017-01-02,2022-04-06,A2
1118,SNSN,41952M001,0.00303,0.00013,0.00271,0.0003,0.01497,8e-05,2013-09-28,2022-04-24,A1
1119,SPAR,41676M001,4e-05,9e-05,-0.00603,0.0001,0.01173,6e-05,2010-01-01,2022-04-30,A1
1120,SPBO,41692M001,0.00134,0.00034,-0.00591,0.00036,0.0113,0.00021,2012-01-15,2019-12-11,A1
1121,SPBO,41692M001,0.00134,0.00052,-0.00591,0.00055,0.01129,0.00041,2019-12-12,2022-04-30,A2
1122,SPBP,48060M001,0.00204,0.00026,-0.00807,0.00027,0.0154,0.00017,2016-11-04,2022-04-30,A1
1123,SPC1,41678M002,0.00106,0.0009,-0.0053,0.00097,0.01371,0.00059,2015-05-01,2018-06-19,A1
1124,SPC1,41678M002,0.00106,0.00052,-0.0053,0.00056,0.01372,0.00035,2018-06-20,2022-04-30,A2
1125,SPCA,41678M001,0.00113,0.00048,-0.00635,0.00051,0.01167,0.00032,2010-04-09,2015-01-20,A1
1126,SPDR,48086M001,0.00161,0.00019,-0.00676,0.00023,0.01079,0.00013,2014-07-25,2022-04-30,A1
1127,SPFE,48082M001,0.00086,0.00054,-0.0066,0.00057,0.01134,0.00052,2015-02-23,2016-03-24,A1
1128,SPFE,48082M001,0.00086,0.00025,-0.0066,0.00029,0.01133,0.00016,2016-09-21,2022-04-30,A2
1129,SPFR,41693M001,0.00102,0.00056,-0.00662,0.00057,0.01146,0.00053,2014-12-07,2015-11-07,A1
1130,SPFR,41693M001,0.00102,0.00027,-0.00662,0.00029,0.01147,0.00016,2015-12-23,2022-04-30,A2
1131,SPJA,41686M001,0.0008,0.00017,-0.00652,0.00018,0.01143,0.00011,2012-01-15,2022-04-30,A1
1132,SPLI,41677M002,0.00139,0.00019,-0.00632,0.00021,0.01146,0.00013,2014-07-25,2022-04-30,A1
1133,SPOR,48048M001,0.00197,0.00044,-0.0074,0.00054,0.01009,0.00031,2017-08-30,2022-04-30,A1
1134,SPPI,48084M001,6e-05,0.00075,-0.00619,0.00082,0.01201,0.0005,2014-08-08,2018-06-20,A1
1135,SPPI,48084M001,6e-05,0.0009,-0.00619,0.00096,0.01201,0.00071,2018-06-21,2018-11-29,A2
1136,SPS1,48083M002,0.00079,0.00029,-0.00658,0.00031,0.01156,0.00018,2015-12-21,2022-04-30,A1
1137,SPTU,48085M001,0.00139,0.00015,-0.00651,0.00017,0.01126,0.0001,2014-07-25,2022-04-30,A1
1138,SRLP,41532M001,0.00404,0.00305,-0.00754,0.00487,0.00669,0.0044,2008-08-06,2010-02-26,A1
1139,SRLP,41532M001,-0.00091,0.00012,-0.0091,0.00022,0.00899,0.00018,2010-02-28,2022-04-30,A2
1140,SRNW,43703M001,-0.0055,0.00032,0.00064,0.00043,0.01234,0.00012,2006-01-09,2014-12-27,A1
1141,SRZN,43701S005,-0.00447,0.00021,-0.00097,0.00028,0.01305,9e-05,2006-02-03,2015-12-09,A1
1142,SRZN,43701S005,-0.00447,0.00055,-0.00097,0.00058,0.01305,0.00052,2015-12-10,2016-03-21,A2
1143,SRZN,43701S005,-0.00447,0.00055,-0.00097,0.00058,0.01308,0.00052,2016-03-22,2016-12-31,A3
1144,SRZN,43701S005,-0.00447,0.00055,-0.00097,0.00058,0.01307,0.00052,2017-01-01,2017-10-26,A4
1145,SRZN,43701S005,-0.00446,0.0004,-0.00097,0.0005,0.01306,0.00027,2018-09-02,2022-04-30,A5
1146,SSA1,41644M001,-0.00063,0.0004,-0.00534,0.00035,0.01232,0.00021,2007-09-05,2012-10-11,A1
1147,SSA1,41644M001,-0.00063,0.00048,-0.00534,0.00045,0.01232,0.00035,2012-10-12,2015-06-02,A2
1148,SSA1,41644M001,-0.00063,0.00024,-0.00534,0.00021,0.01232,0.0001,2015-06-03,2022-04-30,A3
1149,SSIA,41401S001,0.00752,0.00052,0.00049,0.00063,0.00239,0.00053,2000-09-28,2001-01-12,A1
1150,SSIA,41401S001,0.00752,0.00052,0.00049,0.00063,0.00239,0.00053,2001-01-14,2001-02-12,A2
1151,SSIA,41401S001,0.00752,0.00011,0.00049,0.00034,0.00239,0.00013,2001-02-14,2009-05-23,A3
1152,SSIA,41401S001,0.00752,0.0005,0.00049,0.00063,0.00239,0.0005,2009-05-25,2010-07-25,A4
1153,SSIA,41401S001,0.00752,0.00051,0.00049,0.00063,0.00239,0.00053,2012-03-06,2012-08-25,A5
1154,SSIA,41401S001,0.00752,0.00013,0.00049,0.00036,0.00239,0.00014,2012-08-27,2018-05-03,A6
1155,SSIA,41401S001,0.00752,0.00034,0.00049,0.00058,0.00239,0.00032,2019-06-01,2022-01-02,A7
1156,STEC,42016M001,-0.00185,0.00195,-0.00611,0.0058,0.00652,0.00149,2019-04-16,2020-03-01,A1
1157,STEC,42016M001,-0.00185,0.00189,-0.00611,0.00578,0.00652,0.00141,2020-03-02,2022-02-05,A2
1158,STHL,30606M003,0.00732,0.00023,0.02269,7e-05,0.01828,8e-05,2011-08-26,2022-04-30,A1
1159,STJO,40101M001,-0.01797,0.00043,-0.00106,0.00048,0.00886,0.00054,2000-01-02,2000-05-26,A1
1160,STJO,40101M001,-0.01797,0.00011,-0.00106,0.00016,0.00886,0.00017,2000-05-27,2013-01-31,A2
1161,STJO,40101M001,-0.01797,0.00012,-0.00106,0.00017,0.00886,0.00018,2013-02-01,2022-04-30,A3
1162,STR1,50119M002,-0.03609,0.00042,0.00035,0.00035,0.04611,0.00041,2000-01-02,2003-01-18,A1
1163,STR1,50119M002,-0.03609,7e-05,0.00035,6e-05,0.04612,6e-05,2003-11-06,2022-04-30,A2
1164,STR2,50119M001,-0.03609,0.00022,0.00035,0.00016,0.04611,0.00018,2003-12-02,2011-12-07,A1
1165,STR2,50119M001,-0.03608,0.00014,0.00035,0.0001,0.04611,0.00012,2011-12-08,2022-04-30,A2
1166,SUTH,30314M002,0.00393,0.0005,0.01968,0.00042,0.01622,0.00048,2000-01-02,2002-02-26,A1
1167,SUTH,30314M002,0.00393,0.00048,0.01967,0.00039,0.01622,0.00045,2002-02-27,2004-05-31,A2
1168,SUTH,30314M002,0.00393,9e-05,0.01967,5e-05,0.01622,6e-05,2004-06-01,2022-04-30,A3
1169,SVIC,41536M001,0.00017,0.0001,-0.00501,0.00012,0.00911,8e-05,2008-12-02,2022-04-30,A1
1170,SVTL,12350M001,-0.01875,0.0003,0.01382,0.00023,0.00792,0.00044,2000-01-09,2004-12-01,A1
1171,SVTL,12350M001,-0.01876,0.0003,0.01382,0.00022,0.00792,0.00043,2004-12-02,2008-10-23,A2
1172,SVTL,12350M001,-0.01876,7e-05,0.01383,6e-05,0.00792,0.00012,2008-10-24,2022-04-30,A3
1173,SYOG,66006S002,0.00496,0.00018,-0.00103,0.00018,0.0008,0.00045,2000-01-02,2007-01-25,A1
1174,SYOG,66006S002,0.00496,0.00017,-0.00103,0.00017,0.0008,0.00047,2007-01-26,2013-12-23,A2
1175,SYOG,66006S002,0.00496,0.00043,-0.00103,0.00038,0.0008,0.00067,2013-12-24,2014-02-02,A3
1176,SYOG,66006S002,0.00496,0.00019,-0.00103,0.00019,0.0008,0.0005,2014-02-03,2020-01-17,A4
1177,SYOG,66006S002,0.00496,0.00034,-0.00103,0.00031,0.0008,0.00064,2020-01-18,2022-04-30,A5
1178,TAMP,40516M001,-0.00951,8e-05,0.00084,0.00026,-0.00237,0.00012,2005-01-09,2016-05-12,A1
1179,TAMP,40516M001,-0.00951,0.0002,0.00084,0.00045,-0.00237,0.00023,2016-05-13,2021-05-13,A2
1180,TAMP,40516M001,-0.00951,0.00045,0.00084,0.00057,-0.00237,0.00049,2021-05-14,2022-04-30,A3
1181,TAXI,40913M001,-0.00053,0.00044,0.00309,0.00153,0.0067,0.00053,2012-03-27,2015-05-23,A1
1182,TC01,42218M001,0.01149,0.00053,-0.00083,0.00118,0.01169,0.00045,2018-07-23,2022-04-30,A1
1183,TEG2,41101M001,0.00822,0.00025,0.0008,0.00091,0.0055,0.00029,2011-04-28,2016-03-03,A1
1184,TEG2,41101M001,0.00822,0.00049,0.0008,0.00103,0.0055,0.00052,2016-03-04,2018-03-16,A2
1185,TEG2,41101M001,0.00822,0.00046,0.0008,0.00102,0.0055,0.00047,2020-11-11,2022-04-30,A3
1186,TERO,41531M001,0.00426,0.00134,-0.00394,0.00237,0.01095,0.00153,2008-05-24,2010-02-26,A1
1187,TERO,41531M001,0.00321,0.00046,-0.00335,0.00083,0.01015,0.00052,2010-02-28,2014-03-31,A2
1188,TERO,41531M001,-0.00149,0.00016,-0.00028,0.00027,0.01223,0.00018,2014-04-02,2022-04-30,A3
1189,THTI,92201M009,-0.04156,0.00049,0.05139,0.00041,0.03363,0.00042,2000-01-02,2004-01-11,A1
1190,THTI,92201M009,-0.04156,0.00015,0.0514,8e-05,0.03363,7e-05,2004-01-12,2022-04-30,A2
1191,THU3,43001M002,-0.02238,0.00019,-0.0049,0.00037,0.00454,0.00063,2002-05-25,2004-10-01,A1
1192,THU3,43001M002,-0.02238,8e-05,-0.0049,0.00011,0.00794,0.00041,2004-10-02,2011-10-05,A2
1193,THU3,43001M002,-0.02238,8e-05,-0.0049,0.0001,0.00794,0.0004,2011-10-06,2019-01-25,A3
1194,TIDB,50103M108,-0.03586,0.00037,0.00045,0.00029,0.04619,0.00034,2000-07-02,2004-12-07,A1
1195,TIDB,50103M108,-0.03585,0.00015,0.00045,0.00011,0.04618,0.00013,2004-12-08,2016-08-04,A2
1196,TIDB,50103M108,-0.03585,0.00031,0.00045,0.00023,0.04619,0.00026,2016-08-05,2022-04-30,A3
1197,TNEC,42026M001,-0.00052,0.00063,-0.00084,0.00134,0.00944,0.00054,2011-10-12,2013-02-08,A1
1198,TNEC,42026M001,-0.00052,0.00045,-0.00084,0.00125,0.00944,0.00032,2013-02-10,2016-04-15,A2
1199,TNEC,42026M001,-0.00631,0.00047,0.00146,0.00124,0.00894,0.00031,2016-04-17,2022-04-30,A3
1200,TOGU,41661M001,-0.00081,8e-05,-0.00432,9e-05,0.01287,5e-05,2008-04-03,2022-04-30,A1
1201,TOL2,40515M001,-0.00675,8e-05,0.0013,0.00022,-0.00174,0.0001,2005-01-09,2016-05-17,A1
1202,TOL2,40515M001,-0.00675,0.0002,0.0013,0.00043,-0.00174,0.00021,2016-05-18,2021-05-12,A2
1203,TOL2,40515M001,-0.00675,0.00046,0.0013,0.00055,-0.00174,0.00048,2021-05-13,2022-04-30,A3
1204,TOPL,41648M001,-0.00199,0.0003,-0.00373,0.00033,0.01305,0.00014,2008-01-01,2013-09-25,A1
1205,TOPL,41648M001,-0.00199,0.00058,-0.00373,0.00059,0.01305,0.00051,2013-09-26,2014-09-06,A2
1206,TOPL,41648M001,-0.00199,0.00043,-0.00373,0.00046,0.01305,0.00025,2015-01-28,2018-05-25,A3
1207,TOPL,41648M001,-0.00199,0.00031,-0.00373,0.00034,0.01304,0.00015,2018-05-26,2022-04-30,A4
1208,TPEC,42049M001,-0.00544,0.00067,-0.00112,0.00143,0.00988,0.00055,2018-01-10,2019-05-25,A1
1209,TPEC,42049M001,-0.00545,0.0005,-0.00112,0.00135,0.00988,0.00033,2019-05-27,2022-04-30,A2
1210,TRO1,10302M006,-0.01713,0.00049,0.00992,0.00024,0.00839,0.00054,2000-01-02,2000-06-19,A1
1211,TRO1,10302M006,-0.01712,0.00025,0.00992,0.00016,0.00839,0.00046,2000-06-20,2004-07-13,A2
1212,TRO1,10302M006,-0.01713,0.0003,0.00992,0.00018,0.00839,0.0005,2004-07-14,2007-08-23,A3
1213,TRO1,10302M006,-0.01713,0.00032,0.00992,0.00019,0.00839,0.0005,2007-08-24,2010-07-26,A4
1214,TRO1,10302M006,-0.01713,6e-05,0.00992,5e-05,0.00839,0.00016,2010-07-27,2022-04-30,A5
1215,TSEC,42050M001,-0.00314,0.00093,-0.00513,0.00286,0.00741,0.00066,2019-05-13,2022-04-30,A1
1216,TUCU,41520S001,0.00184,0.00024,-0.0015,0.00042,0.01069,0.00027,2000-01-02,2006-01-23,A1
1217,TUCU,41520S001,0.00184,0.00041,-0.0015,0.00056,0.0107,0.00044,2006-08-31,2010-02-26,A2
1218,TUCU,41520S001,0.00184,0.00032,-0.0015,0.00049,0.01069,0.00034,2010-02-28,2015-09-15,A3
1219,TUCU,41520S001,0.00184,0.0002,-0.0015,0.00035,0.0107,0.00023,2015-09-17,2022-04-30,A4
1220,TUMA,41929S001,0.01398,0.00011,-0.00093,0.00033,0.01251,9e-05,2006-11-03,2017-10-30,A1
1221,TUMA,41929S001,0.01398,0.00026,-0.00093,0.00052,0.01252,0.00021,2018-04-25,2022-04-30,A2
1222,TUNA,41930S001,0.00066,0.00018,0.00152,0.00037,0.0145,0.00013,2005-10-18,2011-11-17,A1
1223,TUNA,41930S001,0.00066,0.00029,0.00152,0.0005,0.01449,0.00022,2012-10-18,2016-04-07,A2
1224,TUNA,41930S001,0.00066,0.00053,0.00152,0.00059,0.0145,0.00052,2016-04-09,2016-09-21,A3
1225,TUNA,41930S001,0.00066,0.00014,0.00152,0.00029,0.01449,9e-05,2016-09-23,2022-04-30,A4
1226,UBA1,41627M002,0.00077,0.00062,-0.00639,0.00061,0.01249,0.00058,2010-04-07,2011-04-30,A1
1227,UBA1,41627M002,0.00077,0.00062,-0.00639,0.00062,0.0125,0.00058,2012-02-13,2012-04-19,A2
1228,UBA1,41627M002,0.00077,0.00059,-0.00639,0.00058,0.01249,0.00053,2012-08-09,2014-11-27,A3
1229,UBA1,41627M002,0.00077,0.00038,-0.00639,0.00037,0.0125,0.00027,2014-11-28,2021-11-23,A4
1230,UBA1,41627M002,0.00077,0.00062,-0.00639,0.00062,0.01249,0.00058,2021-11-24,2022-04-30,A5
1231,UBAT,41627M001,0.00077,0.0006,-0.00639,0.0006,0.01249,0.00054,2006-01-01,2008-04-05,A1
1232,UBAT,41627M001,0.00077,0.00062,-0.00639,0.00061,0.0125,0.00057,2008-04-06,2009-09-08,A2
1233,UBE1,41625M001,-9e-05,0.00019,-0.00597,0.0002,0.01153,0.00011,2014-03-25,2022-04-24,A1
1234,UBER,41625M001,-9e-05,0.00019,-0.00597,0.00021,0.01154,0.00012,2004-07-13,2013-10-20,A1
1235,UC01,42254M001,-0.002,0.00017,-0.0006,0.00047,0.01223,0.00012,2012-02-06,2019-05-25,A1
1236,UC01,42254M001,-0.00199,0.00041,-0.0006,0.00064,0.01224,0.0003,2019-05-27,2022-04-30,A2
1237,UCOR,41502M001,0.00491,0.00114,-0.00655,0.0019,0.00878,0.00135,2004-04-04,2005-10-10,A1
1238,UCOR,41502M001,0.00492,0.00115,-0.00655,0.00191,0.00877,0.00136,2005-10-11,2005-11-18,A2
1239,UCOR,41502M001,0.00491,0.00115,-0.00655,0.00191,0.00877,0.00136,2005-11-19,2006-04-10,A3
1240,UCOR,41502M001,0.00492,0.00105,-0.00655,0.00184,0.00877,0.00126,2006-04-11,2008-11-14,A4
1241,UCOR,41502M001,0.00494,0.00111,-0.00657,0.00189,0.00877,0.00133,2008-11-15,2010-02-26,A5
1242,UCOR,41502M001,0.0005,0.00032,-0.00444,0.00056,0.00907,0.00039,2010-02-28,2015-09-15,A6
1243,UCOR,41502M001,-0.00086,0.00048,-0.00647,0.00063,0.00668,0.00055,2015-12-10,2017-08-23,A7
1244,UCOR,41502M001,-0.00086,0.00025,-0.00648,0.00042,0.00667,0.00029,2017-08-24,2022-04-30,A8
1245,UCRI,40614M001,0.01291,0.00412,0.00314,0.01334,0.017,0.00396,2015-07-12,2016-03-06,A1
1246,UCRI,40614M001,0.01291,0.00145,0.00314,0.00487,0.01701,0.00147,2016-08-14,2017-11-12,A2
1247,UCRI,40614M001,0.01289,0.00033,0.00413,0.00094,0.01864,0.00033,2017-11-14,2022-04-30,A3
1248,UEPP,41611M001,0.00103,0.00048,-0.00539,0.00056,0.01183,0.00033,2000-01-02,2005-12-10,A1
1249,UFPR,41610M002,0.00137,0.00045,-0.00674,0.00048,0.01174,0.0004,2007-09-05,2010-02-26,A1
1250,UFPR,41610M002,0.00137,0.00022,-0.00674,0.00025,0.01175,0.00016,2010-02-28,2018-04-04,A2
1251,UFPR,41610M002,0.00137,0.00031,-0.00674,0.00036,0.01174,0.00025,2018-04-05,2022-04-30,A3
1252,UGTO,40528M001,-0.00898,0.0001,-0.00155,0.0003,-0.00178,0.00014,2007-07-26,2016-05-23,A1
1253,UGTO,40528M001,-0.00898,0.00019,-0.00155,0.00043,-0.00178,0.00022,2016-05-24,2021-06-01,A2
1254,UGTO,40528M001,-0.00898,0.00046,-0.00155,0.00058,-0.00178,0.00049,2021-06-02,2022-04-30,A3
1255,UNPA,41550M001,0.00574,0.00041,-0.00795,0.00061,0.00842,0.00067,2010-08-05,2010-11-08,A1
1256,UNPA,41550M001,0.00574,0.0002,-0.00795,0.00036,0.00842,0.00043,2011-03-15,2016-01-30,A2
1257,UNPA,41550M001,0.00574,0.00033,-0.00795,0.00052,0.00842,0.0006,2016-01-31,2018-08-04,A3
1258,UNPA,41550M001,0.00574,0.00025,-0.00795,0.00042,0.00842,0.00051,2019-03-15,2022-04-30,A4
1259,UNRO,41525M001,0.0031,0.00054,-0.00537,0.00084,0.00943,0.00063,2003-08-16,2007-05-29,A1
1260,UNRO,41525M001,0.0031,0.00061,-0.00537,0.00089,0.00943,0.00069,2007-05-30,2010-02-26,A2
1261,UNRO,41525M001,0.00083,0.00043,-0.00849,0.00053,0.00803,0.00048,2010-02-28,2013-04-19,A3
1262,UNRO,41525M001,0.00083,0.00039,-0.0085,0.00049,0.00803,0.00043,2013-04-20,2015-09-15,A4
1263,UNRO,41525M001,0.00083,0.00019,-0.0085,0.00028,0.00802,0.0002,2015-09-17,2022-04-30,A5
1264,UNSA,41514M001,0.00583,0.00057,5e-05,0.0008,0.01201,0.00061,2000-01-02,2001-01-04,A1
1265,UNSA,41514M001,0.00584,0.00033,5e-05,0.00063,0.01205,0.00036,2001-07-12,2008-07-23,A2
1266,UNSA,41514M001,0.00584,0.00055,5e-05,0.00079,0.01209,0.00059,2008-07-24,2010-02-26,A3
1267,UNSA,41514M001,0.00431,0.00045,-0.00285,0.00093,0.01111,0.00053,2010-02-28,2015-04-29,A4
1268,UNSA,41514M001,0.00431,0.00065,-0.00285,0.00106,0.01111,0.00074,2015-04-30,2015-09-15,A5
1269,UNSA,41514M001,0.00596,0.00056,-0.00258,0.00107,0.01038,0.00063,2015-09-17,2020-02-16,A6
1270,UNSA,41514M001,0.00596,0.00061,-0.00259,0.0011,0.0103,0.0007,2020-02-17,2022-04-30,A7
1271,UNSJ,41527M001,0.00974,0.00039,-0.00145,0.00066,0.01116,0.0005,2007-03-06,2010-02-26,A1
1272,UNSJ,41527M001,0.00974,0.00028,-0.00145,0.00055,0.01116,0.00039,2010-02-28,2015-09-15,A2
1273,UNSJ,41527M001,0.00488,0.00058,-0.00757,0.00115,0.01154,0.00078,2015-09-17,2022-04-30,A3
1274,URUM,21612M001,-0.03143,0.00014,-0.00103,0.0003,0.0053,0.0003,2000-01-02,2005-05-30,A1
1275,URUM,21612M001,-0.03144,0.00027,-0.00103,0.00046,0.0053,0.00044,2005-09-02,2008-09-16,A2
1276,URUM,21612M001,-0.03143,7e-05,-0.00103,0.00017,0.0053,0.00017,2008-09-17,2017-11-01,A3
1277,URUM,21612M001,-0.03143,0.00016,-0.00103,0.00033,0.0053,0.00032,2017-11-02,2022-04-30,A4
1278,URUS,41802M001,0.00461,0.00064,-0.00124,0.00096,0.01198,0.00057,2010-01-19,2011-05-21,A1
1279,URUS,41802M001,0.00461,0.00051,-0.00124,0.00088,0.01191,0.0004,2011-05-22,2014-03-31,A2
1280,URUS,41802M001,0.00461,0.00044,-0.00124,0.00083,0.01195,0.00033,2014-04-02,2018-06-15,A3
1281,USCL,41768M001,0.01294,0.00032,-0.00865,0.00062,0.00852,0.00043,2017-02-14,2021-09-04,A1
1282,USCL,41768M001,0.01298,0.00054,-0.00864,0.00079,0.00852,0.00066,2021-09-05,2022-04-30,A2
1283,USLP,40530M001,-0.00867,0.00014,0.00205,0.0004,-0.00232,0.00018,2008-06-22,2016-08-31,A1
1284,USNO,40451S003,-0.01508,7e-05,-0.00022,0.00016,0.0031,0.00012,2000-01-04,2015-03-19,A1
1285,UYAR,42312M001,0.00126,0.00021,-0.00669,0.0003,0.01014,0.00021,2014-12-01,2022-04-30,A1
1286,UYBA,66017M001,0.01654,0.00045,-0.00625,0.00066,0.01082,0.0013,2015-12-07,2020-07-25,A1
1287,UYBA,66017M001,0.00385,0.00138,-0.03042,0.00204,0.01625,0.00361,2021-01-03,2022-04-30,A2
1288,UYCL,42309M001,0.00156,0.00018,-0.00701,0.00024,0.00985,0.00019,2013-12-03,2022-04-30,A1
1289,UYCO,42310M001,0.00115,0.00023,-0.00724,0.00032,0.00947,0.00025,2014-12-01,2022-04-30,A1
1290,UYDU,42305M001,0.00143,0.0001,-0.00631,0.00013,0.00999,0.0001,2010-05-20,2022-04-29,A1
1291,UYFD,42313M001,0.00153,0.00024,-0.0072,0.00033,0.00945,0.00025,2014-12-01,2022-04-30,A1
1292,UYFS,42311M001,-9e-05,0.00019,-0.00527,0.00027,0.01018,0.00021,2014-12-01,2022-04-30,A1
1293,UYIF,42322M001,0.00464,0.00059,-0.00893,0.00076,0.00841,0.00065,2015-06-19,2018-03-03,A1
1294,UYIF,42322M001,0.00464,0.00048,-0.00893,0.00066,0.00841,0.00053,2018-03-04,2022-04-30,A2
1295,UYLA,42314M001,0.00132,0.00021,-0.00689,0.00029,0.00985,0.00023,2014-12-01,2022-04-30,A1
1296,UYLP,42306M001,0.00173,0.00011,-0.00718,0.00015,0.00979,0.00012,2010-08-31,2022-04-30,A1
1297,UYMA,42324M001,0.00119,0.00053,-0.00694,0.00072,0.00985,0.00057,2018-03-16,2022-04-30,A1
1298,UYMO,42301M001,0.0015,0.00043,-0.0075,0.00048,0.00946,0.00047,2006-12-28,2009-03-08,A1
1299,UYMO,42301M001,0.0015,0.00046,-0.0075,0.0005,0.00946,0.00052,2009-03-09,2010-02-26,A2
1300,UYMO,42301M001,0.0015,0.0001,-0.0075,0.00014,0.00946,0.00011,2010-02-28,2022-04-30,A3
1301,UYNI,41804M001,0.01127,0.00019,-0.00028,0.00036,0.0141,0.00017,2005-11-28,2014-03-31,A1
1302,UYNI,41804M001,0.01171,0.00213,-0.00081,0.00351,0.01546,0.00161,2014-04-02,2022-04-30,A2
1303,UYPA,42304M001,0.00087,0.00045,-0.00715,0.00051,0.00935,0.0005,2010-07-05,2011-12-27,A1
1304,UYPA,42304M001,0.00085,0.00011,-0.00722,0.00017,0.00936,0.00013,2011-12-28,2022-04-30,A2
1305,UYPT,42321M001,0.00129,0.00021,-0.00718,0.0003,0.00951,0.00023,2015-03-27,2022-04-30,A1
1306,UYRI,42308M001,0.00141,0.00018,-0.00688,0.00024,0.00999,0.00018,2013-10-11,2022-04-30,A1
1307,UYRO,42303M001,0.00199,0.00043,-0.00696,0.00047,0.00983,0.00046,2008-02-28,2010-02-26,A1
1308,UYRO,42303M001,0.00164,0.00012,-0.00715,0.00015,0.00974,0.00012,2010-02-28,2022-04-30,A2
1309,UYRV,42319M001,0.00146,0.00021,-0.00696,0.00029,0.00983,0.00022,2014-12-01,2022-04-30,A1
1310,UYSA,42315M001,0.00117,0.00021,-0.00695,0.00031,0.00957,0.00022,2014-12-01,2022-04-30,A1
1311,UYSG,42316M001,0.00166,0.00021,-0.00733,0.00028,0.00958,0.00021,2014-12-01,2022-04-30,A1
1312,UYSJ,42320M001,0.00147,0.00019,-0.00722,0.00026,0.00951,0.00021,2014-11-19,2022-04-30,A1
1313,UYSO,42307M001,0.00102,0.00011,-0.00717,0.00016,0.00943,0.00012,2011-01-01,2022-04-30,A1
1314,UYTA,42302M001,0.00121,0.00055,-0.00637,0.00064,0.0099,0.00058,2008-05-04,2010-02-26,A1
1315,UYTA,42302M001,0.00109,0.00033,-0.00653,0.00043,0.00998,0.00033,2010-02-28,2016-02-27,A2
1316,UYTA,42302M001,0.00105,0.00042,-0.00654,0.00054,0.01001,0.00044,2016-02-28,2019-10-28,A3
1317,UYTA,42302M001,0.00103,0.00045,-0.00664,0.00056,0.00995,0.00046,2019-10-29,2022-04-30,A4
1318,UYTD,42317M001,0.00065,0.0002,-0.00673,0.00029,0.0096,0.00021,2014-12-01,2022-04-30,A1
1319,UYTT,42318M001,0.00202,0.00021,-0.00701,0.00029,0.01017,0.00022,2014-12-01,2022-04-30,A1
1320,VALL,41906S001,0.00707,0.00015,0.00612,0.00032,0.01467,0.00011,2004-03-23,2012-05-23,A1
1321,VALL,41906S001,0.00695,9e-05,0.00619,0.00019,0.01539,7e-05,2012-05-24,2022-04-30,A2
1322,VALP,41712S001,0.029,0.00046,0.00033,0.00062,0.02034,0.00056,2000-01-02,2001-04-09,A1
1323,VALP,41712S001,0.02906,0.00017,0.00033,0.00037,0.02035,0.00026,2001-04-10,2010-02-26,A2
1324,VALP,41712S001,0.02495,0.00098,-0.0018,0.00211,0.02416,0.00147,2010-02-28,2014-08-22,A3
1325,VALP,41712S001,0.02493,0.00106,-0.00177,0.00216,0.02408,0.00154,2014-08-24,2015-07-28,A4
1326,VARG,41626M001,-0.00131,0.00084,-0.00322,0.00087,0.01212,0.00054,2005-04-11,2009-03-28,A1
1327,VBCA,41512M001,0.00386,0.00016,-0.00629,0.00026,0.0085,0.00022,2000-01-02,2010-02-26,A1
1328,VBCA,41512M001,-0.00148,0.00029,-0.00952,0.00041,0.01008,0.00038,2010-02-28,2014-12-18,A2
